,Course id,English title,Danish title,Point( ECTS ),Course type,Location,Recommended prerequisites,Responsible,Department,Link
1420,62053,Introduction to Entrepreneurship,Introduktion til Entreprenørskab,5,BEng,Campus Ballerup,,Hanne Løje,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62053
1421,62054,Entrepreneurship in Greenland,Entreprenørskab i Grønland,5,"BEng_Mandatory course, Bachelor of Engineering Arctic Civil Engineering_Mandatory course, Bachelor of Engineering Fisheries Technology",Campus Sisimiut,,Hanne Løje,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62054
1422,62074,"Project Management - Tools and practical
management",Projektledelse - Værktøjer og praktisk ledelse,5,"BEng_Mandatory course, Bachelor of Engineering Mobility, Transport and Logistics_Mandatory course, Bachelor of Engineering Process and Innovation_Mandatory course, Bachelor of Engineering Manufacturing and Management",Campus Ballerup,,Mahmoud Al-Subaihi,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62074
1423,62079,Introduction to Operations Management,Grundlæggende Operations Management,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Global Business Engineering_Mandatory course, Bachelor of Engineering Mobility, Transport and Logistics_Mandatory course, Bachelor of Engineering Manufacturing and Management",Campus Ballerup,,Samuel Brüning Larsen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62079
1424,62087,Statics and thermodynamics,Styrkelære og termodynamik,5,"BEng_Mandatory course, Bachelor of Engineering Manufacturing and Management",Campus Ballerup,,Sebastian Horch,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62087
1425,62094,"Introduction to Managerial Economics and Capital
Expenditures",Driftsøkonomi og investering,5,"BEng_Mandatory course, Bachelor of Engineering Manufacturing and Management",Campus Ballerup,,Niels Christian Kjærsgaard,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62094
1426,62096,IT in production,Informationsteknologi i Produktion,5,"BEng_Mandatory course, Bachelor of Engineering Mobility, Transport and Logistics_Mandatory course, Bachelor of Engineering Manufacturing and Management",Campus Ballerup,,Torben Knudby,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62096
1427,62101,Operations Management and LEAN,Operations Management og LEAN,5,"BEng_Mandatory course, Bachelor of Engineering Manufacturing and Management",Campus Ballerup,"62079,  , This course is a mandatory advancedcource made for Manufacturing Engineering Students, who have passedfirst year.",Torben Knudby,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62101
1428,62103,Managerial Economics and Basic Accounts Analysis,Regnskabsanalyse og økonomistyring,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Manufacturing and Management",Campus Ballerup,"62094,  , 62094 Introduction to ManagerialEconomics and Capital Expenditures (ØKO1)",Niels Christian Kjærsgaard,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62103
1429,62104,Automation in Manufacturing,Automation i Produktionen,5,"BEng_Mandatory course, Bachelor of Engineering Manufacturing and Management",Campus Ballerup,,Lars Bock-Poulsen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62104
1430,62107,Quality management and GMP,Kvalitetstyring og GMP,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Manufacturing and Management",Campus Ballerup,,Lars Bock-Poulsen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62107
1431,62108,"Crossfunctional development of technology and manufacturing
(Project 3)",Tværfaglig udvikling af teknologi og produktion (projekt3),10,"BEng_Mandatory course, Bachelor of Engineering Manufacturing and Management",Campus Ballerup,", 1. and 2. semester project passed",Torben Knudby,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62108
1432,62110,Company Systems,Virksomhedssystemer,5,BEng_Offered as a single course,Campus Ballerup,"62101,62103, ",John Clausen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62110
1433,62111,Industry 4.0 in practice,Industri 4.0 i praksis,5,"BEng_Mandatory course, Bachelor of Engineering Manufacturing and Management",Campus Ballerup,", It is recommended that the students have completed the course62104 Automation in the Production",Lars Bock-Poulsen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62111
1434,62118,Organisation and Management,Organisation og Ledelse,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Manufacturing and Management_Specialization course, Bachelor of Engineering Arctic Civil Engineering",Campus Ballerup,,Isa Keller-Andreasen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62118
1435,62119,"Scientific Theory and Manufacturing Engineering
Methods",Videnskabsteori og produktionstekniske metoder,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Manufacturing and Management",Campus Ballerup,,John Clausen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62119
1436,62120,"Manufacturing and Business development (project no.
4)",Produktions- og forretningsudvikling (projekt 4),10,"BEng_Mandatory course, Bachelor of Engineering Manufacturing and Management",Campus Ballerup,", Project on 1st, 2nd and 3rd semester and mandatory courses at1st and second semester passed. Examination in 3rd semester coursesand partissipation in 4th semestercourses.",John Clausen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62120
1437,62122,Business Law,Erhvervsjura,5,BEng,Campus Ballerup,", Passed the first four semesters of your study.",Niels Christian Kjærsgaard,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62122
1438,62133,Supply Chain Management & Design,Supply Chain Management & Design,5,"BEng_Mandatory course, Bachelor of Engineering Mobility, Transport and Logistics_Mandatory course, Bachelor of Engineering Manufacturing and Management",Campus Ballerup Most lectures run online and asynchronous.,", 62079 Introduction to Operations Management orsimilar",Samuel Brüning Larsen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62133
1439,62134,Strategic Analysis and Development,Strategisk Analyse og udvikling,5,BEng_Offered as a single course,Campus Ballerup,,Lynn Eriksen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62134
1440,62139,Advanced Financial Management,Videregående økonomistyring,5,BEng,Campus Ballerup,", Basic knowledge of financial accounting, budgeting andinvestment",Niels Christian Kjærsgaard,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62139
1441,62142,Digitalization and Industry 4.0,Digitalisering og Industri 4.0,5,BEng,Campus Ballerup,", It is recommended that the students have completed theirinternship",Samuel Brüning Larsen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62142
1442,62145,Documentation of Products,Produkters dokumentation,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Mechanical Engineering",Campus Ballerup,,Christian Kim Christiansen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62145
1443,62146,Mechanical Product Analysis,Mekanisk produktanalyse,5,"BEng_Mandatory course, Bachelor of Engineering Mechanical Engineering",Campus Ballerup,"62145, ",Christian Lotz Felter,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62146
1444,62168,Basic Mathematics 1,Grundlæggende matematik 1,10,"BEng_Mandatory course, Bachelor of Engineering Global Business Engineering",Campus Ballerup,,Hanne Løje,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62168
1445,62169,Basic Mathematics 2,Grundlæggende matematik 2,5,"BEng_Mandatory course, Bachelor of Engineering Global Business Engineering",Campus Ballerup,,Hanne Løje,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62169
1446,62171,Marketing Management,Afsætningsøkonomi,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Global Business Engineering",Campus Ballerup,,Victor Lund,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62171
1447,62174,Managerial Economics 2,Erhvervsøkonomi 2,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Global Business Engineering",Campus Ballerup,"62223, ",Michael Hedegaard,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62174
1448,62191,Road traffic simulation,Vejtrafiksimulering,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Mobility, Transport and Logistics",Campus Ballerup,"42980,42270,62276, /,/",Adriaan Herman Schelling,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62191
1449,62194,Programming,Programmering,5,"BEng_Mandatory course, Bachelor of Engineering Process and Innovation",Campus Ballerup,,Bjørn Klint Christensen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62194
1450,62198,Economics for engineers,Økonomi for ingeniører,5,BEng,Campus Ballerup,,Michael Hedegaard,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62198
1451,62199,Road design and traffic safety,Vejprojektering og trafiksikkerhed,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Mobility, Transport and Logistics",Campus Ballerup,,Adriaan Herman Schelling,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62199
1452,62202,Life Cycle Assessment,Life Cycle Assessment,5,BEng,Campus Ballerup,", For non-Export Engineering students: basic chemistry, generalenvironmental science, basic knowledge of materials and industrialproduction processes.",Samuel Brüning Larsen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62202
1453,62204,Manufacturing Technologies,Produktionsteknologi,5,BEng_Offered as a single course,Campus Ballerup,", For non-Export Engineering students: Basic materialscience.",Mads Peter Schreiber,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62204
1454,62205,Environmental science and products,Miljø og produkter,10,"BEng_Mandatory course, Bachelor of Engineering Global Business Engineering",Campus Ballerup,,Samuel Brüning Larsen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62205
1455,62206,"Environmental assessment of products, Project 1","Miljøvurdering af produkter, Projekt 1",5,"BEng_Mandatory course, Bachelor of Engineering Global Business Engineering",Campus Ballerup,"62205,  , Prerequesites to follow the courseis that course 62205 has been followed and that mandatoryassignments is approved.",Carsten Rützou,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62206
1456,62210,"Project leadership - Leadership, Flow and Impact","Projektlederskab - Lederskab, Flow og Effekt",5,BEng,Campus Ballerup,"62074,  , ('Project Management - Tools andpractical management').('Internship')",Mahmoud Al-Subaihi,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62210
1457,62211,Business Science and Technology Management,Forretningsvidenskab og teknologiledelse,5,BEng_Offered as a single course,Campus Ballerup,"62228,62589, ., , The course draws upon the   students' experiences from the engineering internship   semester",Lynn Eriksen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62211
1458,62212,"General business: introduction to marketing and international
business",Forretningsforståelse: introduktion til markedsføring oginternational business,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Chemical Engineering and International Business",Campus Lyngby,,Lynn Eriksen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62212
1459,62213,Managerial economics and project management,Erhvervsøkonomi og projektstyring,"7,5","BEng_Mandatory course, Bachelor of Engineering Fisheries Technology_Mandatory course, Bachelor of Engineering Chemical Engineering and International Business",Campus Ballerup,,Lynn Eriksen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62213
1460,62214,"Globalization and cross-cultural marketing
management",Globalisering og interkulturelmarkedsføring,5,"BEng_Mandatory course, Bachelor of Engineering Chemical Engineering and International Business",Campus Lyngby,"62212,62213,  og",Lynn Eriksen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62214
1461,62215,"International investment and finance (business case), project
leadership, and business law","International investering og finansering (business case),projektledelse, og erhvervsjura",10,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Chemical Engineering and International Business",Campus Lyngby,"62212,62213,62214, .,.",Michael Hedegaard,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62215
1462,62218,Basic Science,Grundlæggende Naturvidenskab,5,"BEng_Mandatory course, Bachelor of Engineering Global Business Engineering",Campus Ballerup,,Sebastian Horch,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62218
1463,62221,Managerial and Transport Economics,Erhvervs- og samfundsøkonomi,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Mobility, Transport and Logistics",Campus Ballerup,,Niels Christian Kjærsgaard,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62221
1464,62223,Managerial Economics 1,Erhvervsøkonomi 1,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Global Business Engineering",Campus Ballerup,,Michael Hedegaard,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62223
1465,62224,"English 1 - US The English-Speaking World and Academic
Writing 1",Engelsk 1 - Den engelsksprogede verden og akademisk skrivning1,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Global Business Engineering",Campus Ballerup,", -",Jesper Kruse,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62224
1466,62225,"English 2 - English in a Global Context and Academic Writing
2",Engelsk 2 - Engelsk i en global kontekst og akademisk skrivning2,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Global Business Engineering",Campus Ballerup,", Passed English 1 - US The English-Speaking World and AcademicWriting 1",Jesper Kruse,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62225
1467,62229,IT Business,IT Forretning,10,"BEng_Mandatory course, Bachelor of Engineering Global Business Engineering",Campus Ballerup,"62161,62171,62187,62188, .,.,.",Bo Holst-Christensen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62229
1468,62230,International Business and digital services,International Business og digitale services,5,"BEng_Mandatory course, Bachelor of Engineering Global Business Engineering",Campus Ballerup Ballerup,"62171,  , Course 62229, 62232 and 62233 haveto be read before this course.",Karin Siegumfeldt,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62230
1469,62231,Intercultural business communication,Interkulturel forretningskommunikation,5,"BEng_Mandatory course, Bachelor of Engineering Global Business Engineering",Campus Ballerup,"62224,62225, .,.",Jesper Kruse,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62231
1470,62232,International Business,International Markedsføring,5,"BEng_Mandatory course, Bachelor of Engineering Global Business Engineering",Campus Ballerup,"62171,62174,62223,62239, .,.,.,.",Karin Siegumfeldt,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62232
1471,62233,Macroeconomics,Makroøkonomi,5,"BEng_Mandatory course, Bachelor of Engineering Global Business Engineering",Campus Ballerup,"62223,62174, .,.",Victor Lund,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62233
1472,62238,Business Innovation,Forretningsinnovation,5,BEng,Campus Ballerup,", The first 2 years of studies passed on a Bachelor ofEngineering study programme at DTU.",Bo Holst-Christensen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62238
1473,62239,Sustainable Business Development,Bæredygtig forretningsudvikling,5,"BEng_Mandatory course, Bachelor of Engineering Global Business Engineering",Campus Ballerup,"62171, ",Lynn Eriksen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62239
1474,62243,"Innovation, production and business economics","Innovation, produktion og økonomi",5,"BEng_Mandatory course, Bachelor of Engineering Global Business Engineering_Mandatory course, Bachelor of Engineering Manufacturing and Management",Campus Ballerup,", Introductory courses in Operations Management and businesseconomics / managerial economics (including investments andfinance). The course builds on methods and theory from OperationsManagement and Business Economics. These methods and theory areprerequisites that students must have prior toenrollment.",Samuel Brüning Larsen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62243
1475,62249,Interdisciplinary development project,Tværdisciplinært udviklingsprojekt,5,BEng,Campus Ballerup,,Hanne Løje,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62249
1476,62259,Mechanics and analysis of structures 2,Bygningsmekanik 2,5,BEng,Campus Ballerup,"41236, ",Ole Jørgensen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62259
1477,62261,HVAC,Bygningsinstallationer,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Building and Civil Engineering_Specialization course, Bachelor of Engineering Arctic Civil Engineering",Campus Ballerup,"62327,11835, /",Michael Mast,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62261
1478,62263,Concrete Structures,Betonkonstruktioner,5,"BEng_Mandatory course, Bachelor of Engineering Civil Engineering_Specialization course, Bachelor of Engineering Arctic Civil Engineering",Campus Ballerup,"62327,11835, /",Tommy Johansen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62263
1479,62265,Traffic and roads in urban areas,Trafik og veje i byområder,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Civil Engineering_Mandatory course, Bachelor of Engineering Mobility, Transport and Logistics_Specialization course, Bachelor of Engineering Arctic Civil Engineering",Campus Ballerup,"62328,11831,62199, /,/",Victor Andrade,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62265
1480,62267,SMART Energy Supply,SMART energiforsyning,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Building and Civil Engineering_Specialization course, Bachelor of Engineering Arctic Civil Engineering",Campus Ballerup,"62327,11835,62328,11836, (,/,)(,/,)",Solbritt Christiansen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62267
1481,62268,Soil and Groundwater Pollution,Jord- og Grundvandsforurening,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Building and Civil Engineering_Specialization course, Bachelor of Engineering Arctic Civil Engineering",Campus Ballerup,"62318,11831,62328,11835, (,/,).­(,/,)",Solbritt Christiansen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62268
1482,62269,Building and Infrastructure Project 1,Bygnings- og Infrastrukturprojekt 1,10,"BEng_Mandatory course, Bachelor of Engineering Arctic Civil Engineering_Mandatory course, Bachelor of Engineering Civil Engineering",Campus Ballerup,"62328,11831,62327,11835, (,/,).­(,/,)",Victor Andrade,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62269
1483,62270,Organization and Construction Management,Byggeprocesstyring,5,"BEng_Mandatory course, Bachelor of Engineering Arctic Civil Engineering_Mandatory course, Bachelor of Engineering Civil Engineering",Campus Ballerup,"62327,62318, /,/",Jesper Molin,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62270
1484,62271,Building Energy & heating systems,Bygningsenergi & varmeanlæg,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Civil Engineering_Specialization course, Bachelor of Engineering Arctic Civil Engineering",Campus Ballerup,"62327,11835, .",Michael Mast,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62271
1485,62273,"Steel Structures, Design and Execution",Stålkonstruktioner og Udførelse,5,"BEng_Mandatory course, Bachelor of Engineering Civil Engineering_Specialization course, Bachelor of Engineering Arctic Civil Engineering",Campus Ballerup and maybe Campus Lyngby,"62327,41236, /, , Building Design   Project/Structural Mechanics",Tommy Johansen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62273
1486,62276,Road and railway design,Vej- og baneprojektering,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Civil Engineering_Mandatory course, Bachelor of Engineering Mobility, Transport and Logistics_Specialization course, Bachelor of Engineering Arctic Civil Engineering",Campus Ballerup,"62265, ",Jacob Hessellund Madsen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62276
1487,62277,Water and climate adaption,Vand og klimatilpasning,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Civil Engineering_Specialization course, Bachelor of Engineering Arctic Civil Engineering",Campus Ballerup,"62327,11835,62328,11836, (,/,).­(,/,)",Solbritt Christiansen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62277
1488,62279,Building and Infrastructure Project 2,Bygnings- og Infrastrukturprojekt 2,10,"BEng_Mandatory course, Bachelor of Engineering Arctic Civil Engineering_Mandatory course, Bachelor of Engineering Civil Engineering",Campus Ballerup,"62269, ",Jesper Molin,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62279
1489,62280,Natural drainage and water supply,Det naturlige afløbssystem og vandforsyning,10,BEng_Offered as a single course,Campus Ballerup,"62268,62277, ., , The student is recommended to   have followed the relevant course   package.",Solbritt Christiansen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62280
1490,62281,"Building renewal with focus on energy and mechanical
installations",Bygningsfornyelse med fokus på energi og mekaniskeinstallationer,10,BEng_Offered as a single course,Campus Ballerup,"62261,62271,11957, /,/",Jesper Molin,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62281
1491,62282,Building renewal with focus on structures,Bygningsfornyelse med fokus på konstruktioner,10,BEng_Offered as a single course,Campus Ballerup,"62263,62273,11957, .,/",Tommy Johansen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62282
1492,62297,Timber Structures and execution,Trækonstruktioner og udførelse,10,"BEng_Specialization course, Bachelor of Engineering Arctic Civil Engineering",Campus Ballerup,"62273,62279,62269, .,.",Anders Björnfot,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62297
1493,62317,Water and road project,Vand- og vejprojekt,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Civil Engineering",Campus Ballerup,,Solbritt Christiansen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62317
1494,62318,Building Construction,Byggeri,20,"BEng_Mandatory course, Bachelor of Engineering Civil Engineering",Campus Ballerup,"62317,  , The course is a continuation of62317",Jesper Molin,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62318
1495,62324,Introduction to Urban Planning,Grundkursus i Byplanlægning,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Architectural Engineering_Mandatory course, Bachelor of Engineering Mobility, Transport and Logistics",Campus Ballerup,,Victor Andrade,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62324
1496,62327,Building Design Project,Bygningsprojekteringsprojekt,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Civil Engineering",Campus Ballerup,"62318, ",Michael Mast,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62327
1497,62328,Civil Infrastructure Engineering,Anlæg og Infrastruktur,20,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Civil Engineering",Campus Ballerup,"62317, ",Adriaan Herman Schelling,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62328
1498,62362,Multi Storey Buildings of Concrete,Etagebyggeri af beton,10,BEng_Offered as a single course,Campus Ballerup,"41236,62263, /, , The student must have passed all   obligatory courses regarding Mechanics and structural   engineering in 1. - 4. semester.",Tommy Johansen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62362
1499,62365,Construction Pits,Byggegruber,5,BEng_Offered as a single course,Campus Ballerup,"62325,62328, /, , It is recommented that you have   had your intership before following the   course.",John Køhler Carlsson,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62365
1500,62366,Road construction and rainwater management,Vejbygning med regnvandshåndtering,10,BEng_Offered as a single course,Campus Ballerup,"62254,62276,13511,42986,42975,  /, /, /, /",Jacob Hessellund Madsen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62366
1501,62369,Advanced mechanical installations,Videregående bygningsinstallationer,10,BEng_Offered as a single course,Campus Ballerup,"62327,62261,62271,62251,62267, .,.,.,/, , Course package: Buildings and   Energy",Jesper Molin,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62369
1502,62381,Traffic and Transport Planning,Trafik- og transportplanlægning,10,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Mobility, Transport and Logistics",Campus Ballerup,"62265,62276, .",Victor Andrade,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62381
1503,62383,Construction Pits and Port Construction,Byggegruber og havnebygning,10,BEng_Offered as a single course,Campus Ballerup,"62325,62328,11831, /,/, , It is recommented that you have   had your intership before following the   course.",John Køhler Carlsson,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62383
1504,62389,Climate adaption and cloud burst for Run off Water,Klimatilpasning og skybrudssikring,10,BEng_Offered as a single course,Campus Ballerup,"62334,62253,62254,62268,62277, (,.,.,.)/(,.,.) , The student at the study programmeBuilding and Civil Engineering' is recommended to have takenpart in the course package 'Utility services and Energy' or'Infratructure' Students from other study programmes arerecommended to have knowledge and skills with hydraulics, sewer andrun off systems, dimensioning of sewersystems",Solbritt Christiansen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62389
1505,62407,Internet of Things - Theory and Practice,Internet of Things - Teori og praksis,5,BEng_Offered as a single course,Campus Ballerup,"62577,62443,02325, /,/, , Knowledge about data   communication, e.g., from specified courses. Knowledge about   embedded technologies and software is an   advantage.",Per Barner Lynggaard,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62407
1506,62410,CDIO-Project,CDIO-Projekt,10,"BEng_Mandatory course, Bachelor of Engineering IT and Economics_Mandatory course, Bachelor of Engineering IT Electronics_Mandatory course, Bachelor of Engineering Software Technology",Campus Ballerup,", The course is a CDIO design-build course at advanced level,based on all compulsory courses from 1st to 4th. semester forIT-sw, IT-Ø, and IT electronics, as courses in 4th semester can betaken simultaneously.",Bjørn Klint Christensen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62410
1507,62413,"Advanced object oriented programming using C# and
.NET",Avanceret objektorienteret programmering med C# og.NET,5,BEng_Offered as a single course,Campus Ballerup,", Solid experience with at least one object oriented languagelike Java or C++",Henrik Tange,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62413
1508,62415,Mobile Application Development,Mobilapplikationsudvikling,5,BEng,Campus Ballerup,", Understanding of object oriented programming and the eventmodel in graphical user interfaces. Knowledge of networkcommunication is an advantage.",Ian Bridgwood,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62415
1509,62416,Advanced Mobile Application Development,Videregående mobilapplikationsudvikling,5,BEng_Offered as a single course,Campus Ballerup,"62522,62567,62550,62415, /,/,/, , You have experience in app   development (native Android in Kotlin or iOS app coded in   Swift).",Ian Bridgwood,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62416
1510,62417,Mobile Application Development with Swift,Mobil applikationsudvikling med Swift,5,BEng_Offered as a single course,Campus Ballerup,"62514,  , Object oriented programming abilitycorresponding to course 02312 or 62514",Ian Bridgwood,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62417
1511,62419,System and Network Security - Project,System- og netværkssikkerhed - Projekt,5,BEng_Offered as a single course,Campus Ballerup,"62407,62501,62530,62575,02233, /,/,/,/, , Software Technology students need   62530 in advance. Other students need skills from one or more of   listed courses - or similar courses. You need the basic security   knowledge and also programming and system architecture   skills.",Birger Andersen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62419
1512,62420,Information technology 1,Informationsteknologi 1,"7,5","BEng_Mandatory course, Bachelor of Engineering Healthcare Technology",Campus Ballerup,", Documented knowledge corresponding to the admissionrequirements for the Healthcare Technology Engineer studyprogramme.",Bo Holst-Christensen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62420
1513,62422,Bio-medical electronics 1,Medicoteknik 1,5,"BEng_Mandatory course, Bachelor of Engineering Healthcare Technology",Campus Ballerup,", None",Henrik Bechmann,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62422
1514,62423,Semester project 1 Healthcare technology,Semesterprojekt 1 Sundhedsteknologi,5,"BEng_Mandatory course, Bachelor of Engineering Healthcare Technology",Campus Ballerup,"01901,62420,62422,62424,62523, /,/,/,/, , Knowledge corresponding to   courses 01901 Calculus and algebra 1, 62420 Information   Technology 1, 62422 Bio-medical electronics 1, and 62523   Healthcare Science 1",Henrik Bechmann,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62423
