,Kursus id,Engelsk titel,Dansk titel,Point( ECTS ),Kursustype,Undervisningens placering,Anbefalede forudsætninger,Kursusansvarlig,Institut,Link
1428,62214,Globalization and cross-cultural marketing management,Globalisering og interkulturelmarkedsføring,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Kemiteknik og International Business_Tilvalgskurser, Diplomingeniørretning, Kemi- og bioteknik_Tilvalgskurser, Diplomingeniørretning, Produktion",Campus Lyngby,"62212,62213,  og",Lynn Eriksen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62214
1429,62215,"International investment and finance (business case), projectleadership, and business law","International investering og finansering (business case),projektledelse, og erhvervsjura",10,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning Kemiteknik og International Business_Tilvalgskurser, Diplomingeniørretning, Kemi- og bioteknik",Campus Lyngby,"62212,62213,62214, .,.",Michael Hedegaard,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62215
1430,62218,Basic Science,Grundlæggende Naturvidenskab,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Eksport og Teknologi",Campus Ballerup,,Sebastian Horch,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62218
1431,62221,Managerial and Transport Economics,Erhvervs- og samfundsøkonomi,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning Mobilitet, transport og logistik_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Ballerup,,Niels Christian Kjærsgaard,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62221
1432,62223,Managerial Economics 1,Erhvervsøkonomi 1,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning Eksport og Teknologi_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Ballerup,,Charlotte Stisen Flyger,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62223
1433,62224,English 1 - US The English-Speaking World and Academic Writing1,Engelsk 1 - Den engelsksprogede verden og akademisk skrivning1,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning Eksport og Teknologi",Campus Ballerup,", -",Jesper Kruse,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62224
1434,62225,English 2 - English in a Global Context and Academic Writing2,Engelsk 2 - Engelsk i en global kontekst og akademiskskrivning 2,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning Eksport og Teknologi",Campus Ballerup,", Bestået Engelsk 1 - Den engelsksprogede verden og akademiskskrivning 1",Jesper Kruse,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62225
1435,62229,IT Business,IT Forretning,10,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Eksport og Teknologi",Campus Ballerup,"62161,62171,62187,62188, .,.,.",Bo Holst-Christensen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62229
1436,62230,International Business and digital services,International Business og digitale services,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Eksport og Teknologi",Campus Ballerup Ballerup,"62171,  , Kurserne 62229, 62232 og 62233 skallæses inden med dette kursus.",Karin Siegumfeldt,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62230
1437,62231,Intercultural business communication,Interkulturel forretningskommunikation,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Eksport og Teknologi",Campus Ballerup,"62224,62225, .,.",Jesper Kruse,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62231
1438,62232,International Business,International Markedsføring,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Eksport og Teknologi",Campus Ballerup,"62171,62174,62223,62239, .,.,.,.",Karin Siegumfeldt,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62232
1439,62233,Macroeconomics,Makroøkonomi,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Eksport og Teknologi",Campus Ballerup,"62223,62174, .,.",Victor Lund,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62233
1440,62238,Business Innovation,Forretningsinnovation,5,"Diplomingeniør_Tilvalgskurser, Diplomingeniørretning, Eksport og Teknologi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Kemi- og bioteknik_Tilvalgskurser, Diplomingeniørretning, Proces og Innovation_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Ballerup,", 4 beståede semestre på en diplomingeniøruddannelse udbudt afDTU.",Bo Holst-Christensen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62238
1441,62239,Sustainable Business Development,Bæredygtig forretningsudvikling,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Eksport og Teknologi",Campus Ballerup,"62171, ",Lynn Eriksen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62239
1442,62243,"Innovation, production and business economics","Innovation, produktion og økonomi",5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Eksport og Teknologi_Obligatorisk kursus, Diplomingeniørretning Produktion",Campus Ballerup,", Grundlæggende kurser i operations management og erhvervsøkonomi(herunder investering og finansiering). Kurset bygger på stof fraoperations management og erhvervsøkonomi, som studerendeforudsættes at kunne før deltagelse.",Samuel Brüning Larsen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62243
1443,62249,Interdisciplinary development project,Tværdisciplinært udviklingsprojekt,5,Diplomingeniør,Campus Ballerup,,Hanne Løje,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62249
1444,62259,Mechanics and analysis of structures 2,Bygningsmekanik 2,5,"Diplomingeniør_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Byggeri og infrastruktur",Campus Ballerup,"41236, ",Ole Jørgensen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62259
1445,62261,HVAC,Bygningsinstallationer,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning Byggeri og Infrastruktur_Specialiseringskursus, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Bygningssdesign",Campus Ballerup,"62327,11835, /",Michael Mast,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62261
1446,62263,Concrete Structures,Betonkonstruktioner,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Byggeri og Infrastruktur_Specialiseringskursus, Diplomingeniørretning Arktisk Byggeri og infrastruktur",Campus Ballerup,"62327,11835, /",Tommy Johansen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62263
1447,62265,Traffic and roads in urban areas,Trafik og veje i byområder,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning Byggeri og Infrastruktur_Obligatorisk kursus, Diplomingeniørretning Mobilitet, transport og logistik_Specialiseringskursus, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Bygningssdesign",Campus Ballerup,"62328,11831,62199, /,/",Victor Andrade,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62265
1448,62267,SMART Energy Supply,SMART energiforsyning,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning Byggeri og Infrastruktur_Specialiseringskursus, Diplomingeniørretning Arktisk Byggeri og infrastruktur",Campus Ballerup,"62327,11835,62328,11836, (,/,)(,/,)",Solbritt Christiansen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62267
1449,62268,Soil and Groundwater Pollution,Jord- og Grundvandsforurening,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning Byggeri og Infrastruktur_Specialiseringskursus, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Bygningssdesign",Campus Ballerup,"62318,11831,62328,11835, (,/,).­(,/,)",Solbritt Christiansen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62268
1450,62269,Building and Infrastructure Project 1,Bygnings- og Infrastrukturprojekt 1,10,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Obligatorisk kursus, Diplomingeniørretning Byggeri og Infrastruktur",Campus Ballerup,"62328,11831,62327,11835, (,/,).­(,/,)",Victor Andrade,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62269
1451,62270,Organization and Construction Management,Byggeprocesstyring,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Obligatorisk kursus, Diplomingeniørretning Byggeri og Infrastruktur_Tilvalgskurser, Diplomingeniørretning Mobilitet, Transport og Logistik_Tilvalgskurser, Diplomingeniørretning, Bygningssdesign",Campus Ballerup,"62327,62318, /,/",Jesper Molin,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62270
1452,62271,Building Energy & heating systems,Bygningsenergi & varmeanlæg,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning Byggeri og Infrastruktur_Specialiseringskursus, Diplomingeniørretning Arktisk Byggeri og infrastruktur",Campus Ballerup,"62327,11835, .",Michael Mast,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62271
1453,62273,"Steel Structures, Design and Execution",Stålkonstruktioner og Udførelse,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Byggeri og Infrastruktur_Specialiseringskursus, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Bygningssdesign",Campus Ballerup og evt. Campus Lyngby,"62327,41236, /, ,   Bygningsprojekteringsprojekt/​Bygningsmekanik",Tommy Johansen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62273
1454,62276,Road and railway design,Vej- og baneprojektering,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning Byggeri og Infrastruktur_Obligatorisk kursus, Diplomingeniørretning Mobilitet, transport og logistik_Specialiseringskursus, Diplomingeniørretning Arktisk Byggeri og infrastruktur",Campus Ballerup,"62265, ",Jacob Hessellund Madsen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62276
1455,62277,Water and climate adaption,Vand og klimatilpasning,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning Byggeri og Infrastruktur_Specialiseringskursus, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Bygningssdesign",Campus Ballerup,"62327,11835,62328,11836, (,/,).­(,/,)",Solbritt Christiansen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62277
1456,62279,Building and Infrastructure Project 2,Bygnings- og Infrastrukturprojekt 2,10,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Obligatorisk kursus, Diplomingeniørretning Byggeri og Infrastruktur",Campus Ballerup,"62269, ",Jesper Molin,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62279
1457,62280,Natural drainage and water supply,Det naturlige afløbssystem og vandforsyning,10,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Byggeri og infrastruktur",Campus Ballerup,"62268,62277, ., , Den studerende anbefales at have   fulgt relevant kursuspakke",Solbritt Christiansen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62280
1458,62281,Building renewal with focus on energy and mechanicalinstallations,Bygningsfornyelse med fokus på energi og mekaniskeinstallationer,10,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Bygningssdesign",Campus Ballerup,"62261,62271,11957, /,/",Jesper Molin,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62281
1459,62282,Building renewal with focus on structures,Bygningsfornyelse med fokus på konstruktioner,10,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Bygningssdesign",Campus Ballerup,"62263,62273,11957, .,/",Tommy Johansen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62282
1460,62297,Timber Structures and execution,Trækonstruktioner og udførelse,10,"Diplomingeniør_Specialiseringskursus, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Bygningssdesign",Campus Ballerup,"62273,62279,62269, .,.",Anders Björnfot,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62297
1461,62317,Water and road project,Vand- og vejprojekt,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning Byggeri og Infrastruktur",Campus Ballerup,,Solbritt Christiansen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62317
1462,62318,Building Construction,Byggeri,20,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Byggeri og Infrastruktur",Campus Ballerup,"62317,  , Kurset bygger videre på denintroduktion, der gives i 62317 Vand- ogvejprojekt",Jesper Molin,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62318
1463,62324,Introduction to Urban Planning,Grundkursus i Byplanlægning,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning Bygningsdesign_Obligatorisk kursus, Diplomingeniørretning Mobilitet, transport og logistik_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Byggeri og infrastruktur",Campus Ballerup,,Victor Andrade,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62324
1464,62327,Building Design Project,Bygningsprojekteringsprojekt,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning Byggeri og Infrastruktur_Tilvalgskurser, Diplomingeniørretning, Bygningssdesign",Campus Ballerup,"62318, ",Michael Mast,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62327
1465,62328,Civil Infrastructure Engineering,Anlæg og Infrastruktur,20,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning Byggeri og Infrastruktur",Campus Ballerup,"62317, ",Adriaan Herman Schelling,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62328
1466,62362,Multi Storey Buildings of Concrete,Etagebyggeri af beton,10,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Bygningssdesign",Campus Ballerup,"41236,62263, /, , Den studerende skal have bestået   de obligatoriske mekanik- og konstruktionskurser på 1. - 4.   semester",Tommy Johansen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62362
1467,62365,Construction Pits,Byggegruber,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning, Byggeri og infrastruktur",Campus Ballerup,"62325,62328, /, , Det anbefales at man har været i   praktik inden kurset.",John Køhler Carlsson,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62365
1468,62366,Road construction and rainwater management,Vejbygning med regnvandshåndtering,10,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning Mobilitet, Transport og Logistik_Tilvalgskurser, Diplomingeniørretning, Byggeri og infrastruktur",Campus Ballerup,"62254,62276,13511,42986,42975,  /, /, /, /",Jacob Hessellund Madsen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62366
1469,62369,Advanced mechanical installations,Videregående bygningsinstallationer,10,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Byggeri og infrastruktur",Campus Ballerup,"62327,62261,62271,62251,62267, .,.,.,/, , Kursuspakke: Byggeri og   Energi",Jesper Molin,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62369
1470,62381,Traffic and Transport Planning,Trafik- og transportplanlægning,10,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning Mobilitet, transport og logistik_Tilvalgskurser, Diplomingeniørretning Mobilitet, Transport og Logistik_Tilvalgskurser, Diplomingeniørretning, Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Bygningssdesign",Campus Ballerup,"62265,62276, .",Victor Andrade,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62381
1471,62383,Construction Pits and Port Construction,Byggegruber og havnebygning,10,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Byggeri og infrastruktur",Campus Ballerup,"62325,62328,11831, /,/, , Det anbefales at man har været i   praktik inden kurset.",John Køhler Carlsson,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62383
1472,62389,Climate adaption and cloud burst for Run off Water,Klimatilpasning og skybrudssikring,10,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning Mobilitet, Transport og Logistik_Tilvalgskurser, Diplomingeniørretning, Byggeri og infrastruktur_Tilvalgskurser, Diplomingeniørretning, Bygningssdesign",Campus Ballerup,"62334,62253,62254,62268,62277, (,.,.,.)/(,.,.) , Den studerende anbefales påuddannelsen 'Byggeri og Infrastruktur' at have fulgtkursuspakken 'Forsyning og energi' eller'Infrastruktur' Studerende fra andre studieplaner anbefalesat have viden og færdigheder indenfor hydraulik, afløbsteknik ogledningsdimensionering",Solbritt Christiansen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62389
1473,62407,Internet of Things - Theory and Practice,Internet of Things - Teori og praksis,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning, Elektroteknologi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Proces og Innovation_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Ballerup,"62577,62443,02325, /,/, , Kendskab til datakommunikation,   fx. fra nævnte kurser. Kendskab til indlejrede teknologier og   software er en fordel.",Per Barner Lynggaard,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62407
1474,62410,CDIO-Project,CDIO-Projekt,10,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning IT og Økonomi_Obligatorisk kursus, Diplomingeniørretning IT-elektronik_Obligatorisk kursus, Diplomingeniørretning Softwareteknologi",Campus Ballerup,", Kurset er et CDIO design-build forløb på videregående niveau,der bygger på alle obligatoriske kurser fra 1.-4. semester forretningerne IT-sw, IT-Ø, og IT-elektronik, idet kurserne på 4.semester kan tages samtidigt.",Bjørn Klint Christensen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62410
1475,62413,Advanced object oriented programming using C# and.NET,Avanceret objektorienteret programmering med C# og.NET,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning, Eksport og Teknologi_Tilvalgskurser, Diplomingeniørretning, It og økonomi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Ballerup,", Indgående erfaring med mindst et objektorienteretprogrammeringssprog som Java eller C++",Henrik Tange,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62413
1476,62415,Mobile Application Development,Mobilapplikationsudvikling,5,"Diplomingeniør_Tilvalgskurser, Diplomingeniørretning, Proces og Innovation_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Ballerup,", Forståelse for objektorienteret programmering og forhændelsesmodellen i grafiske brugergrænseflader. Kendskab tilnetværkskommunikation er en fordel.",Ian Bridgwood,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62415
1477,62416,Advanced Mobile Application Development,Videregående mobilapplikationsudvikling,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Ballerup,"62522,62567,62550,62415, /,/,/, , Du har allerede prøvet at udvikle   en app (native Android i Kotlin eller iOS i   Swift).",Ian Bridgwood,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62416
1478,62417,Mobile Application Development with Swift,Mobil applikationsudvikling med Swift,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Ballerup,"62514,  , Objektorienteret programmeringsevnesvarende til kursus 02312 eller 62514",Ian Bridgwood,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62417
1479,62419,System and Network Security - Project,System- og netværkssikkerhed - Projekt,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning, Eksport og Teknologi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi",Campus Ballerup,"62407,62501,62530,62575,02233, /,/,/,/, , Software Technology students need   62530 in advance. Other students need skills from one or more of   listed courses - or similar courses. You need the basic security   knowledge and also programming and system architecture   skills.",Birger Andersen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62419
1480,62420,Information technology 1,Informationsteknologi 1,"7,5","Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Sundhedsteknologi",Campus Ballerup,", Dokumenteret viden svarende til uddannelsensoptagelseskrav.",Bo Holst-Christensen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62420
1481,62422,Bio-medical electronics 1,Medicoteknik 1,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Sundhedsteknologi",Campus Ballerup,", Ikke yderligere forudsætninger.",Henrik Bechmann,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62422
1482,62423,Semester project 1 Healthcare technology,Semesterprojekt 1 Sundhedsteknologi,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Sundhedsteknologi",Campus Ballerup,"01901,62420,62422,62424,62523, /,/,/,/, , Viden svarende til semestrets   kurser 01901 Basismat, 62420 Informations Teknologi 1, 62422   Medicoteknik 1 og 62523 Sundhedsvidenskab   1",Henrik Bechmann,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62423
1483,62426,Cyber defence and legal aspects,Cyber defence og ledelsesansvar,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning, Eksport og Teknologi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Ballerup,,Henrik Tange,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62426
1484,62427,Network Defense and attack handling,Netværksforsvar og angrebshåndtering,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning, Eksport og Teknologi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi",Campus Ballerup,,Henrik Tange,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62427
1485,62428,Secure implementation of systems,Sikker implementation af systemer,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning, Eksport og Teknologi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi",Campus Ballerup,,Henrik Tange,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62428
1486,62434,Applied cryptography,Anvendt kryptografi,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning, IT-elektronik",Campus Ballerup,,Henrik Tange,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62434
1487,62443,Data Communication,Datakommunikation,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning IT og Økonomi",Campus Ballerup,,Henrik Tange,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62443
1488,62444,Data visualization and analysis - project,Data visualisering og analyse - projekt,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Mobilitet, transport og logistik_Obligatorisk kursus, Diplomingeniørretning Produktion_Tilvalgskurser, Diplomingeniørretning Mobilitet, Transport og Logistik_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Proces og Innovation_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Ballerup,"62518,62533, /",John Aasted Sørensen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62444
1489,62445,Advanced Internet Technology,Avanceret Internetteknologi,"7,5",Diplomingeniør_Kurset udbydes som enkeltfag,Campus Ballerup,,Henrik Tange,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62445
1490,62450,Information technology 2,Informationsteknologi 2,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Sundhedsteknologi",Campus Ballerup,"62420, ",Christian Budtz,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62450
1491,62452,Bio-medical electronics 2,Medicoteknik 2,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Sundhedsteknologi",Campus Ballerup,"01901,62422, /",Niels-Ebbe Dam,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62452
1492,62453,Semester Project 2 Healthcare technology,Semesterprojekt 2 Sundhedsteknologi,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Sundhedsteknologi",Campus Ballerup,"62450,62452,62454,62516, /,/,/, , Viden svarende til semestrets   kurser: 62450 Informations Teknologi 2, 62452 Medicoteknik 2,   62454 Sundhedsvidenskab 2, 01920 Basismat   2",Henrik Bechmann,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62453
